aids_diag_apids,cityfip,year
414,5483,1997
494,5560,1997
7089,5600,1997
1050,5640,1997
338,5720,1997
421,5775,1997
159,5880,1997
65,5920,1997
325,5945,1997
459,5960,1997
1359,6160,1997
377,6200,1997
138,6280,1997
186,6440,1997
131,6483,1997
118,6640,1997
189,6760,1997
473,6780,1997
179,6840,1997
189,6920,1997
305,7040,1997
125,7160,1997
268,7240,1997
571,7320,1997
945,7360,1997
170,7400,1997
1053,7440,1997
99,7510,1997
28,7560,1997
337,7600,1997
110,8003,1997
54,8120,1997
77,8160,1997
58,8200,1997
590,8280,1997
33,8400,1997
100,8520,1997
82,8560,1997
66,8720,1997
54,8735,1997
1638,8840,1997
594,8960,1997
44,9040,1997
183,9160,1997
20,9320,1997
41,0080,1998
85,0160,1998
49,0200,1998
53,0240,1998
20,0440,1998
1013,0520,1998
186,0640,1998
78,0680,1998
1091,0720,1998
174,0760,1998
213,0875,1998
139,1000,1998
821,1123,1998
95,1280,1998
108,1440,1998
180,1520,1998
1106,1600,1998
76,1640,1998
191,1680,1998
26,1720,1998
222,1760,1998
91,1840,1998
638,1920,1998
55,2000,1998
66,2020,1998
245,2080,1998
467,2160,1998
95,2320,1998
860,2680,1998
23,2760,1998
142,2800,1998
76,2840,1998
42,2960,1998
28,3000,1998
125,3120,1998
112,3160,1998
103,3240,1998
223,3283,1998
93,3320,1998
885,3360,1998
164,3480,1998
248,3600,1998
235,3640,1998
186,3760,1998
59,3840,1998
237,4120,1998
56,4400,1998
1835,4480,1998
124,4520,1998
39,4880,1998
363,4920,1998
1508,5000,1998
123,5015,1998
100,5080,1998
188,5120,1998
101,5160,1998
114,5190,1998
218,5360,1998
286,5380,1998
316,5483,1998
426,5560,1998
5509,5600,1998
763,5640,1998
293,5720,1998
332,5775,1998
92,5880,1998
38,5920,1998
269,5945,1998
441,5960,1998
1202,6160,1998
362,6200,1998
115,6280,1998
161,6440,1998
114,6483,1998
116,6640,1998
191,6760,1998
366,6780,1998
113,6840,1998
149,6920,1998
210,7040,1998
126,7160,1998
211,7240,1998
500,7320,1998
762,7360,1998
139,7400,1998
888,7440,1998
99,7510,1998
21,7560,1998
284,7600,1998
108,8003,1998
56,8120,1998
56,8160,1998
46,8200,1998
574,8280,1998
27,8400,1998
100,8520,1998
70,8560,1998
71,8720,1998
38,8735,1998
1604,8840,1998
483,8960,1998
41,9040,1998
147,9160,1998
31,9320,1998
40,0080,1999
88,0160,1999
47,0200,1999
70,0240,1999
23,0440,1999
855,0520,1999
214,0640,1999
76,0680,1999
1041,0720,1999
187,0760,1999
219,0875,1999
118,1000,1999
751,1123,1999
106,1280,1999
105,1440,1999
137,1520,1999
1138,1600,1999
85,1640,1999
170,1680,1999
24,1720,1999
168,1760,1999
99,1840,1999
601,1920,1999
51,2000,1999
75,2020,1999
234,2080,1999
399,2160,1999
86,2320,1999
789,2680,1999
17,2760,1999
154,2800,1999
75,2840,1999
50,2960,1999
35,3000,1999
110,3120,1999
120,3160,1999
87,3240,1999
175,3283,1999
74,3320,1999
779,3360,1999
172,3480,1999
305,3600,1999
223,3640,1999
176,3760,1999
50,3840,1999
227,4120,1999
58,4400,1999
1653,4480,1999
126,4520,1999
29,4880,1999
298,4920,1999
1234,5000,1999
110,5015,1999
91,5080,1999
150,5120,1999
74,5160,1999
110,5190,1999
195,5360,1999
285,5380,1999
310,5483,1999
376,5560,1999
5097,5600,1999
777,5640,1999
280,5720,1999
334,5775,1999
81,5880,1999
44,5920,1999
254,5945,1999
421,5960,1999
1519,6160,1999
291,6200,1999
91,6280,1999
181,6440,1999
87,6483,1999
129,6640,1999
150,6760,1999
332,6780,1999
105,6840,1999
144,6920,1999
236,7040,1999
115,7160,1999
210,7240,1999
438,7320,1999
694,7360,1999
139,7400,1999
752,7440,1999
87,7510,1999
15,7560,1999
222,7600,1999
126,8003,1999
54,8120,1999
59,8160,1999
43,8200,1999
482,8280,1999
27,8400,1999
83,8520,1999
51,8560,1999
94,8720,1999
48,8735,1999
1394,8840,1999
498,8960,1999
51,9040,1999
133,9160,1999
24,9320,1999
22,0080,2000
92,0160,2000
45,0200,2000
46,0240,2000
15,0440,2000
842,0520,2000
148,0640,2000
76,0680,2000
931,0720,2000
197,0760,2000
200,0875,2000
111,1000,2000
609,1123,2000
132,1280,2000
113,1440,2000
124,1520,2000
1114,1600,2000
78,1640,2000
177,1680,2000
21,1720,2000
175,1760,2000
103,1840,2000
557,1920,2000
59,2000,2000
82,2020,2000
246,2080,2000
444,2160,2000
85,2320,2000
704,2680,2000
23,2760,2000
141,2800,2000
58,2840,2000
48,2960,2000
43,3000,2000
121,3120,2000
122,3160,2000
68,3240,2000
174,3283,2000
73,3320,2000
772,3360,2000
151,3480,2000
270,3600,2000
233,3640,2000
135,3760,2000
36,3840,2000
243,4120,2000
54,4400,2000
1471,4480,2000
98,4520,2000
40,4880,2000
292,4920,2000
1258,5000,2000
135,5015,2000
111,5080,2000
150,5120,2000
93,5160,2000
136,5190,2000
197,5360,2000
294,5380,2000
281,5483,2000
356,5560,2000
5697,5600,2000
685,5640,2000
244,5720,2000
287,5775,2000
95,5880,2000
50,5920,2000
224,5945,2000
428,5960,2000
1213,6160,2000
291,6200,2000
95,6280,2000
163,6440,2000
83,6483,2000
139,6640,2000
150,6760,2000
300,6780,2000
96,6840,2000
118,6920,2000
226,7040,2000
121,7160,2000
162,7240,2000
437,7320,2000
604,7360,2000
116,7400,2000
672,7440,2000
107,7510,2000
14,7560,2000
288,7600,2000
109,8003,2000
35,8120,2000
101,8160,2000
61,8200,2000
495,8280,2000
38,8400,2000
69,8520,2000
64,8560,2000
56,8720,2000
34,8735,2000
1270,8840,2000
513,8960,2000
30,9040,2000
163,9160,2000
18,9320,2000
26,0080,2001
55,0160,2001
52,0200,2001
40,0240,2001
11,0440,2001
816,0520,2001
163,0640,2001
92,0680,2001
993,0720,2001
212,0760,2001
129,0875,2001
105,1000,2001
543,1123,2001
93,1280,2001
91,1440,2001
165,1520,2001
1085,1600,2001
77,1640,2001
152,1680,2001
17,1720,2001
167,1760,2001
105,1840,2001
692,1920,2001
37,2000,2001
77,2020,2001
211,2080,2001
375,2160,2001
99,2320,2001
657,2680,2001
16,2760,2001
121,2800,2001
60,2840,2001
50,2960,2001
48,3000,2001
88,3120,2001
89,3160,2001
51,3240,2001
143,3283,2001
65,3320,2001
687,3360,2001
161,3480,2001
283,3600,2001
197,3640,2001
138,3760,2001
35,3840,2001
206,4120,2001
73,4400,2001
1258,4480,2001
109,4520,2001
48,4880,2001
303,4920,2001
1184,5000,2001
134,5015,2001
111,5080,2001
122,5120,2001
79,5160,2001
88,5190,2001
173,5360,2001
228,5380,2001
258,5483,2001
390,5560,2001
4739,5600,2001
573,5640,2001
240,5720,2001
276,5775,2001
113,5880,2001
55,5920,2001
183,5945,2001
464,5960,2001
1074,6160,2001
288,6200,2001
100,6280,2001
169,6440,2001
92,6483,2001
146,6640,2001
120,6760,2001
281,6780,2001
119,6840,2001
98,6920,2001
220,7040,2001
102,7160,2001
199,7240,2001
399,7320,2001
508,7360,2001
114,7400,2001
656,7440,2001
109,7510,2001
20,7560,2001
250,7600,2001
62,8003,2001
50,8120,2001
51,8160,2001
56,8200,2001
484,8280,2001
35,8400,2001
82,8520,2001
58,8560,2001
69,8720,2001
32,8735,2001
1291,8840,2001
462,8960,2001
17,9040,2001
165,9160,2001
17,9320,2001
13,0080,2002
43,0160,2002
29,0200,2002
11,0240,2002
15,0440,2002
580,0520,2002
134,0640,2002
73,0680,2002
671,0720,2002
198,0760,2002
86,0875,2002
96,1000,2002
339,1123,2002
23,1280,2002
82,1440,2002
162,1520,2002
733,1600,2002
55,1640,2002
122,1680,2002
16,1720,2002
156,1760,2002
72,1840,2002
597,1920,2002
29,2000,2002
78,2020,2002
164,2080,2002
284,2160,2002
56,2320,2002
466,2680,2002
29,2760,2002
111,2800,2002
43,2840,2002
43,2960,2002
28,3000,2002
89,3120,2002
66,3160,2002
22,3240,2002
138,3283,2002
39,3320,2002
365,3360,2002
149,3480,2002
193,3600,2002
88,3640,2002
92,3760,2002
41,3840,2002
207,4120,2002
77,4400,2002
707,4480,2002
97,4520,2002
29,4880,2002
252,4920,2002
842,5000,2002
91,5015,2002
91,5080,2002
118,5120,2002
51,5160,2002
74,5190,2002
160,5360,2002
126,5380,2002
214,5483,2002
255,5560,2002
2626,5600,2002
365,5640,2002
120,5720,2002
159,5775,2002
88,5880,2002
45,5920,2002
137,5945,2002
357,5960,2002
777,6160,2002
258,6200,2002
79,6280,2002
140,6440,2002
77,6483,2002
160,6640,2002
49,6760,2002
143,6780,2002
83,6840,2002
29,6920,2002
158,7040,2002
41,7160,2002
134,7240,2002
312,7320,2002
292,7360,2002
98,7400,2002
332,7440,2002
61,7510,2002
7,7560,2002
194,7600,2002
23,8003,2002
34,8120,2002
41,8160,2002
22,8200,2002
282,8280,2002
22,8400,2002
37,8520,2002
49,8560,2002
34,8720,2002
24,8735,2002
1070,8840,2002
361,8960,2002
19,9040,2002
102,9160,2002
17,9320,2002
