Year Reported,year,Location,cityfip,aids_rep
2000,2000,"Springfield, MA",8003,146
2000,2000,"Stockton, CA",8120,37
2000,2000,"Syracuse, NY",8160,87
2000,2000,"Tacoma, WA",8200,57
2000,2000,"Tampa-Saint Petersburg, FL",8280,454
2000,2000,"Toledo, OH",8400,31
2000,2000,"Tucson, AZ",8520,73
2000,2000,"Tulsa, OK",8560,71
2000,2000,"Vallejo-Fairfield-Napa, CA",8720,63
2000,2000,"Ventura, CA",8735,41
2000,2000,"Washington, DC",8840,1534
2000,2000,"West Palm Beach, FL",8960,529
2000,2000,"Wichita, KS",9040,45
2000,2000,"Wilmington, DE",9160,173
2000,2000,"Youngstown, OH",9320,18
2000,2000,NA,NA,33652
2001,2001,"Akron, OH",0080,22
2001,2001,"Albany-Schenectady, NY",0160,82
2001,2001,"Albuquerque, N.M.",0200,63
2001,2001,"Allentown, PA",0240,80
2001,2001,"Ann Arbor, MI",0440,14
2001,2001,"Atlanta, GA",0520,1288
2001,2001,"Austin, TX",0640,200
2001,2001,"Bakersfield, CA",0680,107
2001,2001,"Baltimore, MD",0720,1273
2001,2001,"Baton Rouge, LA",0760,219
2001,2001,"Bergen-Passaic, NJ",0875,186
2001,2001,"Birmingham, AL",1000,109
2001,2001,"Boston, MA",1123,636
2001,2001,"Buffalo, NY",1280,148
2001,2001,"Charleston, SC",1440,53
2001,2001,"Charlotte, NC",1520,171
2001,2001,"Chicago, IL",1600,1050
2001,2001,"Cincinnati, OH",1640,40
2001,2001,"Cleveland, OH",1680,209
2001,2001,"Colorado Springs, CO",1720,20
2001,2001,"Columbia, SC",1760,172
2001,2001,"Columbus, OH",1840,101
2001,2001,"Dallas, TX",1920,741
2001,2001,"Dayton, OH",2000,60
2001,2001,"Daytona Beach, FL",2020,103
2001,2001,"Denver, CO",2080,214
2001,2001,"Detroit, MI",2160,390
2001,2001,"El Paso, TX",2320,113
2001,2001,"Fort Lauderdale, FL",2680,678
2001,2001,"Fort Wayne, IN",2760,22
2001,2001,"Fort Worth, TX",2800,131
2001,2001,"Fresno, CA",2840,55
2001,2001,"Gary, IN",2960,52
2001,2001,"Grand Rapids, MI",3000,42
2001,2001,"Greensboro, NC",3120,122
2001,2001,"Greenvile, SC",3160,104
2001,2001,"Harrisburg, PA",3240,122
2001,2001,"Hartford, CT",3283,194
2001,2001,"Honolulu, HI",3320,58
2001,2001,"Houston, TX",3360,799
2001,2001,"Indianapolis, IN",3480,170
2001,2001,"Jacksonville, FL",3600,306
2001,2001,"Jersey City, NJ",3640,249
2001,2001,"Kansas City, MO",3760,154
2001,2001,"Knoxville, TN",3840,33
2001,2001,"Las Vegas, NV",4120,216
2001,2001,"Little Rock, AR",4400,79
2001,2001,"Los Angeles, CA",4480,1361
2001,2001,"Louisville, KY",4520,150
2001,2001,"McAllen-Edinburg-Mission, TX",4880,49
2001,2001,"Memphis, TN",4920,257
2001,2001,"Miami, FL",5000,1210
2001,2001,"Middlesex, NJ",5015,144
2001,2001,"Milwaukee, WI",5080,112
2001,2001,"Minneapolis-St Paul, MN",5120,133
2001,2001,"Mobile, Al",5160,84
2001,2001,"Monmouth-Ocean City, NJ",5190,126
2001,2001,"Nashville, TN",5360,172
2001,2001,"Nassau-Suffolk, NY",5380,340
2001,2001,"New Haven, CT",5483,347
2001,2001,"New Orleans, LA",5560,308
2001,2001,"New York, NY",5600,6224
2001,2001,"Newark, NJ",5640,697
2001,2001,"Norfolk, VA",5720,325
2001,2001,"Oakland, CA",5775,323
2001,2001,"Oklahoma City, OK",5880,120
2001,2001,"Omaha, NE",5920,53
2001,2001,"Orange County, CA",5945,295
2001,2001,"Orlando, FL",5960,512
2001,2001,"Philadelphia, PA",6160,1335
2001,2001,"Phoenix, AZ",6200,366
2001,2001,"Pittsburgh, PA",6280,142
2001,2001,"Portland, OR",6440,220
2001,2001,"Providence, RI",6483,95
2001,2001,"Raleigh-Durham, NC",6640,155
2001,2001,"Richmond, VA",6760,124
2001,2001,"Riverside-S Berndino, CA",6780,388
2001,2001,"Rochester, NY",6840,130
2001,2001,"Sacramento, CA",6920,127
2001,2001,"Saint Louis, MO",7040,279
2001,2001,"Salt Lake City, UT",7160,108
2001,2001,"San Antonio, TX",7240,195
2001,2001,"San Diego, CA",7320,471
2001,2001,"San Francisco, CA",7360,595
2001,2001,"San Jose, CA",7400,120
2001,2001,"San Juan, PR",7440,700
2001,2001,"Sarasota, FL",7510,134
2001,2001,"Scranton, PA",7560,13
2001,2001,"Seattle, WA",7600,343
2001,2001,"Springfield, MA",8003,90
2001,2001,"Stockton, CA",8120,26
2001,2001,"Syracuse, NY",8160,85
2001,2001,"Tacoma, WA",8200,66
2001,2001,"Tampa-Saint Petersburg, FL",8280,596
2001,2001,"Toledo, OH",8400,41
2001,2001,"Tucson, AZ",8520,119
2001,2001,"Tulsa, OK",8560,71
2001,2001,"Vallejo-Fairfield-Napa, CA",8720,85
2001,2001,"Ventura, CA",8735,33
2001,2001,"Washington, DC",8840,1641
2001,2001,"West Palm Beach, FL",8960,449
2001,2001,"Wichita, KS",9040,18
2001,2001,"Wilmington, DE",9160,196
2001,2001,"Youngstown, OH",9320,27
2001,2001,NA,NA,34375
2002,2002,"Akron, OH",0080,29
2002,2002,"Albany-Schenectady, NY",0160,88
2002,2002,"Albuquerque, N.M.",0200,42
2002,2002,"Allentown, PA",0240,59
2002,2002,"Ann Arbor, MI",0440,18
2002,2002,"Atlanta, GA",0520,1011
2002,2002,"Austin, TX",0640,215
2002,2002,"Bakersfield, CA",0680,133
2002,2002,"Baltimore, MD",0720,1263
2002,2002,"Baton Rouge, LA",0760,303
2002,2002,"Bergen-Passaic, NJ",0875,136
2002,2002,"Birmingham, AL",1000,114
2002,2002,"Boston, MA",1123,721
2002,2002,"Buffalo, NY",1280,75
2002,2002,"Charleston, SC",1440,139
2002,2002,"Charlotte, NC",1520,224
2002,2002,"Chicago, IL",1600,1846
2002,2002,"Cincinnati, OH",1640,240
2002,2002,"Cleveland, OH",1680,171
2002,2002,"Colorado Springs, CO",1720,25
2002,2002,"Columbia, SC",1760,207
2002,2002,"Columbus, OH",1840,154
2002,2002,"Dallas, TX",1920,767
2002,2002,"Dayton, OH",2000,46
2002,2002,"Daytona Beach, FL",2020,116
2002,2002,"Denver, CO",2080,233
2002,2002,"Detroit, MI",2160,574
2002,2002,"El Paso, TX",2320,81
2002,2002,"Fort Lauderdale, FL",2680,750
2002,2002,"Fort Wayne, IN",2760,32
2002,2002,"Fort Worth, TX",2800,183
2002,2002,"Fresno, CA",2840,104
2002,2002,"Gary, IN",2960,61
2002,2002,"Grand Rapids, MI",3000,52
2002,2002,"Greensboro, NC",3120,119
2002,2002,"Greenvile, SC",3160,78
2002,2002,"Harrisburg, PA",3240,63
2002,2002,"Hartford, CT",3283,201
2002,2002,"Honolulu, HI",3320,83
2002,2002,"Houston, TX",3360,978
2002,2002,"Indianapolis, IN",3480,273
2002,2002,"Jacksonville, FL",3600,276
2002,2002,"Jersey City, NJ",3640,187
2002,2002,"Kansas City, MO",3760,123
2002,2002,"Knoxville, TN",3840,47
2002,2002,"Las Vegas, NV",4120,285
2002,2002,"Little Rock, AR",4400,88
2002,2002,"Los Angeles, CA",4480,1594
2002,2002,"Louisville, KY",4520,135
2002,2002,"McAllen-Edinburg-Mission, TX",4880,44
2002,2002,"Memphis, TN",4920,401
2002,2002,"Miami, FL",5000,1146
2002,2002,"Middlesex, NJ",5015,138
2002,2002,"Milwaukee, WI",5080,111
2002,2002,"Minneapolis-St Paul, MN",5120,138
2002,2002,"Mobile, Al",5160,81
2002,2002,"Monmouth-Ocean City, NJ",5190,96
2002,2002,"Nashville, TN",5360,208
2002,2002,"Nassau-Suffolk, NY",5380,234
2002,2002,"New Haven, CT",5483,362
2002,2002,"New Orleans, LA",5560,519
2002,2002,"New York, NY",5600,5662
2002,2002,"Newark, NJ",5640,565
2002,2002,"Norfolk, VA",5720,293
2002,2002,"Oakland, CA",5775,287
2002,2002,"Oklahoma City, OK",5880,104
2002,2002,"Omaha, NE",5920,51
2002,2002,"Orange County, CA",5945,243
2002,2002,"Orlando, FL",5960,541
2002,2002,"Philadelphia, PA",6160,1423
2002,2002,"Phoenix, AZ",6200,512
2002,2002,"Pittsburgh, PA",6280,143
2002,2002,"Portland, OR",6440,223
2002,2002,"Providence, RI",6483,98
2002,2002,"Raleigh-Durham, NC",6640,214
2002,2002,"Richmond, VA",6760,98
2002,2002,"Riverside-S Berndino, CA",6780,296
2002,2002,"Rochester, NY",6840,180
2002,2002,"Sacramento, CA",6920,103
2002,2002,"Saint Louis, MO",7040,224
2002,2002,"Salt Lake City, UT",7160,76
2002,2002,"San Antonio, TX",7240,205
2002,2002,"San Diego, CA",7320,468
2002,2002,"San Francisco, CA",7360,559
2002,2002,"San Jose, CA",7400,124
2002,2002,"San Juan, PR",7440,703
2002,2002,"Sarasota, FL",7510,103
2002,2002,"Scranton, PA",7560,26
2002,2002,"Seattle, WA",7600,320
2002,2002,"Springfield, MA",8003,80
2002,2002,"Stockton, CA",8120,81
2002,2002,"Syracuse, NY",8160,70
2002,2002,"Tacoma, WA",8200,32
2002,2002,"Tampa-Saint Petersburg, FL",8280,510
2002,2002,"Toledo, OH",8400,57
2002,2002,"Tucson, AZ",8520,69
2002,2002,"Tulsa, OK",8560,51
2002,2002,"Vallejo-Fairfield-Napa, CA",8720,56
2002,2002,"Ventura, CA",8735,39
2002,2002,"Washington, DC",8840,1825
2002,2002,"West Palm Beach, FL",8960,561
2002,2002,"Wichita, KS",9040,21
2002,2002,"Wilmington, DE",9160,154
2002,2002,"Youngstown, OH",9320,24
2002,2002,NA,NA,35694
NA,NA,NA,NA,685899
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
