"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	Cases
	"1985"	"1985"	"Knoxville, TN"	"3840"	5
	"1985"	"1985"	"Las Vegas, NV"	"4120"	15
	"1985"	"1985"	"Little Rock, AR"	"4400"	7
	"1985"	"1985"	"Los Angeles, CA"	"4480"	965
	"1985"	"1985"	"Louisville, KY"	"4520"	12
	"1985"	"1985"	"McAllen-Edinburg-Mission, TX"	"4880"	3
	"1985"	"1985"	"Memphis, TN"	"4920"	16
	"1985"	"1985"	"Miami, FL"	"5000"	348
	"1985"	"1985"	"Middlesex, NJ"	"5015"	48
	"1985"	"1985"	"Milwaukee, WI"	"5080"	14
	"1985"	"1985"	"Minneapolis-St Paul, MN"	"5120"	44
	"1985"	"1985"	"Mobile, Al"	"5160"	10
	"1985"	"1985"	"Monmouth-Ocean City, NJ"	"5190"	35
	"1985"	"1985"	"Nashville, TN"	"5360"	16
	"1985"	"1985"	"Nassau-Suffolk, NY"	"5380"	121
	"1985"	"1985"	"New Haven, CT"	"5483"	76
	"1985"	"1985"	"New Orleans, LA"	"5560"	110
	"1985"	"1985"	"New York, NY"	"5600"	2792
	"1985"	"1985"	"Newark, NJ"	"5640"	323
	"1985"	"1985"	"Norfolk, VA"	"5720"	26
	"1985"	"1985"	"Oakland, CA"	"5775"	148
	"1985"	"1985"	"Oklahoma City, OK"	"5880"	24
	"1985"	"1985"	"Omaha, NE"	"5920"	11
	"1985"	"1985"	"Orange County, CA"	"5945"	86
	"1985"	"1985"	"Orlando, FL"	"5960"	31
	"1985"	"1985"	"Philadelphia, PA"	"6160"	232
	"1985"	"1985"	"Phoenix, AZ"	"6200"	76
	"1985"	"1985"	"Pittsburgh, PA"	"6280"	41
	"1985"	"1985"	"Portland, OR"	"6440"	50
	"1985"	"1985"	"Providence, RI"	"6483"	12
	"1985"	"1985"	"Raleigh-Durham, NC"	"6640"	19
	"1985"	"1985"	"Richmond, VA"	"6760"	27
	"1985"	"1985"	"Riverside-S Berndino, CA"	"6780"	58
	"1985"	"1985"	"Rochester, NY"	"6840"	24
	"1985"	"1985"	"Sacramento, CA"	"6920"	52
	"1985"	"1985"	"Saint Louis, MO"	"7040"	49
	"1985"	"1985"	"Salt Lake City, UT"	"7160"	20
	"1985"	"1985"	"San Antonio, TX"	"7240"	35
	"1985"	"1985"	"San Diego, CA"	"7320"	143
	"1985"	"1985"	"San Francisco, CA"	"7360"	958
	"1985"	"1985"	"San Jose, CA"	"7400"	61
	"1985"	"1985"	"San Juan, PR"	"7440"	128
	"1985"	"1985"	"Sarasota, FL"	"7510"	18
	"1985"	"1985"	"Scranton, PA"	"7560"	5
	"1985"	"1985"	"Seattle, WA"	"7600"	110
	"1985"	"1985"	"Springfield, MA"	"8003"	9
	"1985"	"1985"	"Stockton, CA"	"8120"	11
	"1985"	"1985"	"Syracuse, NY"	"8160"	28
	"1985"	"1985"	"Tacoma, WA"	"8200"	8
	"1985"	"1985"	"Tampa-Saint Petersburg, FL"	"8280"	82
	"1985"	"1985"	"Toledo, OH"	"8400"	6
	"1985"	"1985"	"Tucson, AZ"	"8520"	24
	"1985"	"1985"	"Tulsa, OK"	"8560"	5
	"1985"	"1985"	"Vallejo-Fairfield-Napa, CA"	"8720"	15
	"1985"	"1985"	"Ventura, CA"	"8735"	7
	"1985"	"1985"	"Washington, DC"	"8840"	396
	"1985"	"1985"	"West Palm Beach, FL"	"8960"	88
	"1985"	"1985"	"Wichita, KS"	"9040"	4
	"1985"	"1985"	"Wilmington, DE"	"9160"	14
	"1985"	"1985"	"Youngstown, OH"	"9320"	5
"Total"	"1985"	"1985"			10615
	"1986"	"1986"	"Akron, OH"	"0080"	12
	"1986"	"1986"	"Albany-Schenectady, NY"	"0160"	36
	"1986"	"1986"	"Albuquerque, N.M."	"0200"	16
	"1986"	"1986"	"Allentown, PA"	"0240"	3
	"1986"	"1986"	"Ann Arbor, MI"	"0440"	8
	"1986"	"1986"	"Atlanta, GA"	"0520"	323
	"1986"	"1986"	"Austin, TX"	"0640"	70
	"1986"	"1986"	"Bakersfield, CA"	"0680"	9
	"1986"	"1986"	"Baltimore, MD"	"0720"	178
	"1986"	"1986"	"Baton Rouge, LA"	"0760"	17
	"1986"	"1986"	"Bergen-Passaic, NJ"	"0875"	181
	"1986"	"1986"	"Birmingham, AL"	"1000"	18
	"1986"	"1986"	"Boston, MA"	"1123"	343
	"1986"	"1986"	"Buffalo, NY"	"1280"	32
	"1986"	"1986"	"Charleston, SC"	"1440"	26
	"1986"	"1986"	"Charlotte, NC"	"1520"	23
	"1986"	"1986"	"Chicago, IL"	"1600"	466
	"1986"	"1986"	"Cincinnati, OH"	"1640"	28
	"1986"	"1986"	"Cleveland, OH"	"1680"	69
	"1986"	"1986"	"Colorado Springs, CO"	"1720"	14
	"1986"	"1986"	"Columbia, SC"	"1760"	19
	"1986"	"1986"	"Columbus, OH"	"1840"	47
	"1986"	"1986"	"Dallas, TX"	"1920"	338
	"1986"	"1986"	"Dayton, OH"	"2000"	23
	"1986"	"1986"	"Daytona Beach, FL"	"2020"	19
	"1986"	"1986"	"Denver, CO"	"2080"	147
	"1986"	"1986"	"Detroit, MI"	"2160"	108
	"1986"	"1986"	"El Paso, TX"	"2320"	12
	"1986"	"1986"	"Fort Lauderdale, FL"	"2680"	262
	"1986"	"1986"	"Fort Wayne, IN"	"2760"	6
	"1986"	"1986"	"Fort Worth, TX"	"2800"	63
	"1986"	"1986"	"Fresno, CA"	"2840"	13
	"1986"	"1986"	"Gary, IN"	"2960"	7
	"1986"	"1986"	"Grand Rapids, MI"	"3000"	6
	"1986"	"1986"	"Greensboro, NC"	"3120"	32
	"1986"	"1986"	"Greenvile, SC"	"3160"	15
	"1986"	"1986"	"Harrisburg, PA"	"3240"	13
	"1986"	"1986"	"Hartford, CT"	"3283"	59
	"1986"	"1986"	"Honolulu, HI"	"3320"	69
	"1986"	"1986"	"Houston, TX"	"3360"	692
	"1986"	"1986"	"Indianapolis, IN"	"3480"	45
	"1986"	"1986"	"Jacksonville, FL"	"3600"	74
	"1986"	"1986"	"Jersey City, NJ"	"3640"	283
	"1986"	"1986"	"Kansas City, MO"	"3760"	104
	"1986"	"1986"	"Knoxville, TN"	"3840"	12
	"1986"	"1986"	"Las Vegas, NV"	"4120"	38
	"1986"	"1986"	"Little Rock, AR"	"4400"	20
	"1986"	"1986"	"Los Angeles, CA"	"4480"	1523
	"1986"	"1986"	"Louisville, KY"	"4520"	17
	"1986"	"1986"	"McAllen-Edinburg-Mission, TX"	"4880"	0
	"1986"	"1986"	"Memphis, TN"	"4920"	27
	"1986"	"1986"	"Miami, FL"	"5000"	500
	"1986"	"1986"	"Middlesex, NJ"	"5015"	90
	"1986"	"1986"	"Milwaukee, WI"	"5080"	38
	"1986"	"1986"	"Minneapolis-St Paul, MN"	"5120"	82
	"1986"	"1986"	"Mobile, Al"	"5160"	14
	"1986"	"1986"	"Monmouth-Ocean City, NJ"	"5190"	55
	"1986"	"1986"	"Nashville, TN"	"5360"	31
	"1986"	"1986"	"Nassau-Suffolk, NY"	"5380"	224
	"1986"	"1986"	"New Haven, CT"	"5483"	162
	"1986"	"1986"	"New Orleans, LA"	"5560"	170
	"1986"	"1986"	"New York, NY"	"5600"	4000
	"1986"	"1986"	"Newark, NJ"	"5640"	511
	"1986"	"1986"	"Norfolk, VA"	"5720"	56
	"1986"	"1986"	"Oakland, CA"	"5775"	255
	"1986"	"1986"	"Oklahoma City, OK"	"5880"	42
	"1986"	"1986"	"Omaha, NE"	"5920"	14
	"1986"	"1986"	"Orange County, CA"	"5945"	150
	"1986"	"1986"	"Orlando, FL"	"5960"	71
	"1986"	"1986"	"Philadelphia, PA"	"6160"	418
	"1986"	"1986"	"Phoenix, AZ"	"6200"	125
	"1986"	"1986"	"Pittsburgh, PA"	"6280"	65
	"1986"	"1986"	"Portland, OR"	"6440"	70
	"1986"	"1986"	"Providence, RI"	"6483"	49
	"1986"	"1986"	"Raleigh-Durham, NC"	"6640"	30
	"1986"	"1986"	"Richmond, VA"	"6760"	43
	"1986"	"1986"	"Riverside-S Berndino, CA"	"6780"	136
	"1986"	"1986"	"Rochester, NY"	"6840"	46
	"1986"	"1986"	"Sacramento, CA"	"6920"	77
	"1986"	"1986"	"Saint Louis, MO"	"7040"	108
	"1986"	"1986"	"Salt Lake City, UT"	"7160"	31
	"1986"	"1986"	"San Antonio, TX"	"7240"	60
	"1986"	"1986"	"San Diego, CA"	"7320"	250
	"1986"	"1986"	"San Francisco, CA"	"7360"	1385
	"1986"	"1986"	"San Jose, CA"	"7400"	77
	"1986"	"1986"	"San Juan, PR"	"7440"	266
	"1986"	"1986"	"Sarasota, FL"	"7510"	22
	"1986"	"1986"	"Scranton, PA"	"7560"	14
	"1986"	"1986"	"Seattle, WA"	"7600"	199
	"1986"	"1986"	"Springfield, MA"	"8003"	22
	"1986"	"1986"	"Stockton, CA"	"8120"	9
	"1986"	"1986"	"Syracuse, NY"	"8160"	24
	"1986"	"1986"	"Tacoma, WA"	"8200"	12
	"1986"	"1986"	"Tampa-Saint Petersburg, FL"	"8280"	141
	"1986"	"1986"	"Toledo, OH"	"8400"	7
	"1986"	"1986"	"Tucson, AZ"	"8520"	38
	"1986"	"1986"	"Tulsa, OK"	"8560"	20
	"1986"	"1986"	"Vallejo-Fairfield-Napa, CA"	"8720"	34
	"1986"	"1986"	"Ventura, CA"	"8735"	18
	"1986"	"1986"	"Washington, DC"	"8840"	573
	"1986"	"1986"	"West Palm Beach, FL"	"8960"	128
	"1986"	"1986"	"Wichita, KS"	"9040"	9
	"1986"	"1986"	"Wilmington, DE"	"9160"	24
	"1986"	"1986"	"Youngstown, OH"	"9320"	6
"Total"	"1986"	"1986"			16966
	"1987"	"1987"	"Akron, OH"	"0080"	20
	"1987"	"1987"	"Albany-Schenectady, NY"	"0160"	53
	"1987"	"1987"	"Albuquerque, N.M."	"0200"	36
	"1987"	"1987"	"Allentown, PA"	"0240"	16
	"1987"	"1987"	"Ann Arbor, MI"	"0440"	13
	"1987"	"1987"	"Atlanta, GA"	"0520"	534
	"1987"	"1987"	"Austin, TX"	"0640"	118
	"1987"	"1987"	"Bakersfield, CA"	"0680"	22
	"1987"	"1987"	"Baltimore, MD"	"0720"	268
	"1987"	"1987"	"Baton Rouge, LA"	"0760"	28
	"1987"	"1987"	"Bergen-Passaic, NJ"	"0875"	267
	"1987"	"1987"	"Birmingham, AL"	"1000"	47
	"1987"	"1987"	"Boston, MA"	"1123"	581
	"1987"	"1987"	"Buffalo, NY"	"1280"	49
	"1987"	"1987"	"Charleston, SC"	"1440"	34
	"1987"	"1987"	"Charlotte, NC"	"1520"	65
	"1987"	"1987"	"Chicago, IL"	"1600"	763
	"1987"	"1987"	"Cincinnati, OH"	"1640"	76
	"1987"	"1987"	"Cleveland, OH"	"1680"	103
	"1987"	"1987"	"Colorado Springs, CO"	"1720"	10
	"1987"	"1987"	"Columbia, SC"	"1760"	32
	"1987"	"1987"	"Columbus, OH"	"1840"	92
	"1987"	"1987"	"Dallas, TX"	"1920"	554
	"1987"	"1987"	"Dayton, OH"	"2000"	35
	"1987"	"1987"	"Daytona Beach, FL"	"2020"	31
	"1987"	"1987"	"Denver, CO"	"2080"	226
	"1987"	"1987"	"Detroit, MI"	"2160"	217
	"1987"	"1987"	"El Paso, TX"	"2320"	21
	"1987"	"1987"	"Fort Lauderdale, FL"	"2680"	396
	"1987"	"1987"	"Fort Wayne, IN"	"2760"	18
	"1987"	"1987"	"Fort Worth, TX"	"2800"	142
	"1987"	"1987"	"Fresno, CA"	"2840"	25
	"1987"	"1987"	"Gary, IN"	"2960"	16
	"1987"	"1987"	"Grand Rapids, MI"	"3000"	15
	"1987"	"1987"	"Greensboro, NC"	"3120"	44
	"1987"	"1987"	"Greenvile, SC"	"3160"	20
	"1987"	"1987"	"Harrisburg, PA"	"3240"	36
	"1987"	"1987"	"Hartford, CT"	"3283"	95
	"1987"	"1987"	"Honolulu, HI"	"3320"	78
	"1987"	"1987"	"Houston, TX"	"3360"	963
	"1987"	"1987"	"Indianapolis, IN"	"3480"	74
	"1987"	"1987"	"Jacksonville, FL"	"3600"	127
	"1987"	"1987"	"Jersey City, NJ"	"3640"	322
	"1987"	"1987"	"Kansas City, MO"	"3760"	214
	"1987"	"1987"	"Knoxville, TN"	"3840"	17
	"1987"	"1987"	"Las Vegas, NV"	"4120"	70
	"1987"	"1987"	"Little Rock, AR"	"4400"	38
	"1987"	"1987"	"Los Angeles, CA"	"4480"	2052
	"1987"	"1987"	"Louisville, KY"	"4520"	29
	"1987"	"1987"	"McAllen-Edinburg-Mission, TX"	"4880"	6
	"1987"	"1987"	"Memphis, TN"	"4920"	74
	"1987"	"1987"	"Miami, FL"	"5000"	810
	"1987"	"1987"	"Middlesex, NJ"	"5015"	128
	"1987"	"1987"	"Milwaukee, WI"	"5080"	77
	"1987"	"1987"	"Minneapolis-St Paul, MN"	"5120"	126
	"1987"	"1987"	"Mobile, Al"	"5160"	37
	"1987"	"1987"	"Monmouth-Ocean City, NJ"	"5190"	93
	"1987"	"1987"	"Nashville, TN"	"5360"	54
	"1987"	"1987"	"Nassau-Suffolk, NY"	"5380"	288
	"1987"	"1987"	"New Haven, CT"	"5483"	204
	"1987"	"1987"	"New Orleans, LA"	"5560"	291
	"1987"	"1987"	"New York, NY"	"5600"	5066
	"1987"	"1987"	"Newark, NJ"	"5640"	805
	"1987"	"1987"	"Norfolk, VA"	"5720"	107
	"1987"	"1987"	"Oakland, CA"	"5775"	374
	"1987"	"1987"	"Oklahoma City, OK"	"5880"	76
	"1987"	"1987"	"Omaha, NE"	"5920"	19
	"1987"	"1987"	"Orange County, CA"	"5945"	237
	"1987"	"1987"	"Orlando, FL"	"5960"	120
	"1987"	"1987"	"Philadelphia, PA"	"6160"	622
	"1987"	"1987"	"Phoenix, AZ"	"6200"	220
	"1987"	"1987"	"Pittsburgh, PA"	"6280"	123
	"1987"	"1987"	"Portland, OR"	"6440"	150
	"1987"	"1987"	"Providence, RI"	"6483"	82
	"1987"	"1987"	"Raleigh-Durham, NC"	"6640"	73
	"1987"	"1987"	"Richmond, VA"	"6760"	74
	"1987"	"1987"	"Riverside-S Berndino, CA"	"6780"	209
	"1987"	"1987"	"Rochester, NY"	"6840"	68
	"1987"	"1987"	"Sacramento, CA"	"6920"	142
	"1987"	"1987"	"Saint Louis, MO"	"7040"	159
	"1987"	"1987"	"Salt Lake City, UT"	"7160"	52
	"1987"	"1987"	"San Antonio, TX"	"7240"	119
	"1987"	"1987"	"San Diego, CA"	"7320"	410
	"1987"	"1987"	"San Francisco, CA"	"7360"	1721
	"1987"	"1987"	"San Jose, CA"	"7400"	134
	"1987"	"1987"	"San Juan, PR"	"7440"	491
	"1987"	"1987"	"Sarasota, FL"	"7510"	42
	"1987"	"1987"	"Scranton, PA"	"7560"	12
	"1987"	"1987"	"Seattle, WA"	"7600"	287
	"1987"	"1987"	"Springfield, MA"	"8003"	41
	"1987"	"1987"	"Stockton, CA"	"8120"	23
	"1987"	"1987"	"Syracuse, NY"	"8160"	32
	"1987"	"1987"	"Tacoma, WA"	"8200"	28
	"1987"	"1987"	"Tampa-Saint Petersburg, FL"	"8280"	282
	"1987"	"1987"	"Toledo, OH"	"8400"	21
	"1987"	"1987"	"Tucson, AZ"	"8520"	65
	"1987"	"1987"	"Tulsa, OK"	"8560"	30
	"1987"	"1987"	"Vallejo-Fairfield-Napa, CA"	"8720"	47
	"1987"	"1987"	"Ventura, CA"	"8735"	24
	"1987"	"1987"	"Washington, DC"	"8840"	902
	"1987"	"1987"	"West Palm Beach, FL"	"8960"	219
	"1987"	"1987"	"Wichita, KS"	"9040"	19
	"1987"	"1987"	"Wilmington, DE"	"9160"	26
	"1987"	"1987"	"Youngstown, OH"	"9320"	12
"Total"	"1987"	"1987"			25055
	"1988"	"1988"	"Akron, OH"	"0080"	27
	"1988"	"1988"	"Albany-Schenectady, NY"	"0160"	58
	"1988"	"1988"	"Albuquerque, N.M."	"0200"	41
	"1988"	"1988"	"Allentown, PA"	"0240"	38
	"1988"	"1988"	"Ann Arbor, MI"	"0440"	23
	"1988"	"1988"	"Atlanta, GA"	"0520"	753
	"1988"	"1988"	"Austin, TX"	"0640"	150
	"1988"	"1988"	"Bakersfield, CA"	"0680"	24
	"1988"	"1988"	"Baltimore, MD"	"0720"	441
	"1988"	"1988"	"Baton Rouge, LA"	"0760"	42
	"1988"	"1988"	"Bergen-Passaic, NJ"	"0875"	265
	"1988"	"1988"	"Birmingham, AL"	"1000"	78
	"1988"	"1988"	"Boston, MA"	"1123"	783
	"1988"	"1988"	"Buffalo, NY"	"1280"	66
	"1988"	"1988"	"Charleston, SC"	"1440"	52
	"1988"	"1988"	"Charlotte, NC"	"1520"	81
	"1988"	"1988"	"Chicago, IL"	"1600"	975
	"1988"	"1988"	"Cincinnati, OH"	"1640"	90
	"1988"	"1988"	"Cleveland, OH"	"1680"	143
	"1988"	"1988"	"Colorado Springs, CO"	"1720"	23
	"1988"	"1988"	"Columbia, SC"	"1760"	48
	"1988"	"1988"	"Columbus, OH"	"1840"	122
	"1988"	"1988"	"Dallas, TX"	"1920"	620
	"1988"	"1988"	"Dayton, OH"	"2000"	56
	"1988"	"1988"	"Daytona Beach, FL"	"2020"	53
	"1988"	"1988"	"Denver, CO"	"2080"	293
	"1988"	"1988"	"Detroit, MI"	"2160"	340
	"1988"	"1988"	"El Paso, TX"	"2320"	24
	"1988"	"1988"	"Fort Lauderdale, FL"	"2680"	519
	"1988"	"1988"	"Fort Wayne, IN"	"2760"	12
	"1988"	"1988"	"Fort Worth, TX"	"2800"	143
	"1988"	"1988"	"Fresno, CA"	"2840"	46
	"1988"	"1988"	"Gary, IN"	"2960"	21
	"1988"	"1988"	"Grand Rapids, MI"	"3000"	32
	"1988"	"1988"	"Greensboro, NC"	"3120"	58
	"1988"	"1988"	"Greenvile, SC"	"3160"	28
	"1988"	"1988"	"Harrisburg, PA"	"3240"	42
	"1988"	"1988"	"Hartford, CT"	"3283"	123
	"1988"	"1988"	"Honolulu, HI"	"3320"	103
	"1988"	"1988"	"Houston, TX"	"3360"	1087
	"1988"	"1988"	"Indianapolis, IN"	"3480"	122
	"1988"	"1988"	"Jacksonville, FL"	"3600"	184
	"1988"	"1988"	"Jersey City, NJ"	"3640"	332
	"1988"	"1988"	"Kansas City, MO"	"3760"	248
	"1988"	"1988"	"Knoxville, TN"	"3840"	23
	"1988"	"1988"	"Las Vegas, NV"	"4120"	98
	"1988"	"1988"	"Little Rock, AR"	"4400"	40
	"1988"	"1988"	"Los Angeles, CA"	"4480"	2344
	"1988"	"1988"	"Louisville, KY"	"4520"	62
	"1988"	"1988"	"McAllen-Edinburg-Mission, TX"	"4880"	7
	"1988"	"1988"	"Memphis, TN"	"4920"	68
	"1988"	"1988"	"Miami, FL"	"5000"	1038
	"1988"	"1988"	"Middlesex, NJ"	"5015"	154
	"1988"	"1988"	"Milwaukee, WI"	"5080"	79
	"1988"	"1988"	"Minneapolis-St Paul, MN"	"5120"	154
	"1988"	"1988"	"Mobile, Al"	"5160"	39
	"1988"	"1988"	"Monmouth-Ocean City, NJ"	"5190"	121
	"1988"	"1988"	"Nashville, TN"	"5360"	89
	"1988"	"1988"	"Nassau-Suffolk, NY"	"5380"	378
	"1988"	"1988"	"New Haven, CT"	"5483"	254
	"1988"	"1988"	"New Orleans, LA"	"5560"	280
	"1988"	"1988"	"New York, NY"	"5600"	6269
	"1988"	"1988"	"Newark, NJ"	"5640"	853
	"1988"	"1988"	"Norfolk, VA"	"5720"	119
	"1988"	"1988"	"Oakland, CA"	"5775"	440
	"1988"	"1988"	"Oklahoma City, OK"	"5880"	103
	"1988"	"1988"	"Omaha, NE"	"5920"	34
	"1988"	"1988"	"Orange County, CA"	"5945"	306
	"1988"	"1988"	"Orlando, FL"	"5960"	206
	"1988"	"1988"	"Philadelphia, PA"	"6160"	713
	"1988"	"1988"	"Phoenix, AZ"	"6200"	248
	"1988"	"1988"	"Pittsburgh, PA"	"6280"	121
	"1988"	"1988"	"Portland, OR"	"6440"	169
	"1988"	"1988"	"Providence, RI"	"6483"	70
	"1988"	"1988"	"Raleigh-Durham, NC"	"6640"	84
	"1988"	"1988"	"Richmond, VA"	"6760"	81
	"1988"	"1988"	"Riverside-S Berndino, CA"	"6780"	261
	"1988"	"1988"	"Rochester, NY"	"6840"	100
	"1988"	"1988"	"Sacramento, CA"	"6920"	141
	"1988"	"1988"	"Saint Louis, MO"	"7040"	213
	"1988"	"1988"	"Salt Lake City, UT"	"7160"	60
	"1988"	"1988"	"San Antonio, TX"	"7240"	181
	"1988"	"1988"	"San Diego, CA"	"7320"	573
	"1988"	"1988"	"San Francisco, CA"	"7360"	1818
	"1988"	"1988"	"San Jose, CA"	"7400"	148
	"1988"	"1988"	"San Juan, PR"	"7440"	750
	"1988"	"1988"	"Sarasota, FL"	"7510"	53
	"1988"	"1988"	"Scranton, PA"	"7560"	25
	"1988"	"1988"	"Seattle, WA"	"7600"	355
	"1988"	"1988"	"Springfield, MA"	"8003"	44
	"1988"	"1988"	"Stockton, CA"	"8120"	30
	"1988"	"1988"	"Syracuse, NY"	"8160"	49
	"1988"	"1988"	"Tacoma, WA"	"8200"	25
	"1988"	"1988"	"Tampa-Saint Petersburg, FL"	"8280"	342
	"1988"	"1988"	"Toledo, OH"	"8400"	25
	"1988"	"1988"	"Tucson, AZ"	"8520"	71
	"1988"	"1988"	"Tulsa, OK"	"8560"	53
	"1988"	"1988"	"Vallejo-Fairfield-Napa, CA"	"8720"	62
	"1988"	"1988"	"Ventura, CA"	"8735"	37
	"1988"	"1988"	"Washington, DC"	"8840"	1028
	"1988"	"1988"	"West Palm Beach, FL"	"8960"	285
	"1988"	"1988"	"Wichita, KS"	"9040"	29
	"1988"	"1988"	"Wilmington, DE"	"9160"	58
	"1988"	"1988"	"Youngstown, OH"	"9320"	25
"Total"	"1988"	"1988"			30694
	"1989"	"1989"	"Akron, OH"	"0080"	26
	"1989"	"1989"	"Albany-Schenectady, NY"	"0160"	87
	"1989"	"1989"	"Albuquerque, N.M."	"0200"	65
	"1989"	"1989"	"Allentown, PA"	"0240"	44
	"1989"	"1989"	"Ann Arbor, MI"	"0440"	22
	"1989"	"1989"	"Atlanta, GA"	"0520"	893
	"1989"	"1989"	"Austin, TX"	"0640"	201
	"1989"	"1989"	"Bakersfield, CA"	"0680"	39
	"1989"	"1989"	"Baltimore, MD"	"0720"	562
	"1989"	"1989"	"Baton Rouge, LA"	"0760"	59
	"1989"	"1989"	"Bergen-Passaic, NJ"	"0875"	353
	"1989"	"1989"	"Birmingham, AL"	"1000"	87
	"1989"	"1989"	"Boston, MA"	"1123"	847
	"1989"	"1989"	"Buffalo, NY"	"1280"	107
	"1989"	"1989"	"Charleston, SC"	"1440"	86
	"1989"	"1989"	"Charlotte, NC"	"1520"	111
	"1989"	"1989"	"Chicago, IL"	"1600"	1135
	"1989"	"1989"	"Cincinnati, OH"	"1640"	113
	"1989"	"1989"	"Cleveland, OH"	"1680"	154
	"1989"	"1989"	"Colorado Springs, CO"	"1720"	31
	"1989"	"1989"	"Columbia, SC"	"1760"	66
	"1989"	"1989"	"Columbus, OH"	"1840"	156
	"1989"	"1989"	"Dallas, TX"	"1920"	742
	"1989"	"1989"	"Dayton, OH"	"2000"	69
	"1989"	"1989"	"Daytona Beach, FL"	"2020"	72
	"1989"	"1989"	"Denver, CO"	"2080"	382
	"1989"	"1989"	"Detroit, MI"	"2160"	419
	"1989"	"1989"	"El Paso, TX"	"2320"	41
	"1989"	"1989"	"Fort Lauderdale, FL"	"2680"	650
	"1989"	"1989"	"Fort Wayne, IN"	"2760"	14
	"1989"	"1989"	"Fort Worth, TX"	"2800"	206
	"1989"	"1989"	"Fresno, CA"	"2840"	53
	"1989"	"1989"	"Gary, IN"	"2960"	33
	"1989"	"1989"	"Grand Rapids, MI"	"3000"	52
	"1989"	"1989"	"Greensboro, NC"	"3120"	89
	"1989"	"1989"	"Greenvile, SC"	"3160"	54
	"1989"	"1989"	"Harrisburg, PA"	"3240"	49
	"1989"	"1989"	"Hartford, CT"	"3283"	161
	"1989"	"1989"	"Honolulu, HI"	"3320"	95
	"1989"	"1989"	"Houston, TX"	"3360"	1280
	"1989"	"1989"	"Indianapolis, IN"	"3480"	147
	"1989"	"1989"	"Jacksonville, FL"	"3600"	267
	"1989"	"1989"	"Jersey City, NJ"	"3640"	410
	"1989"	"1989"	"Kansas City, MO"	"3760"	290
	"1989"	"1989"	"Knoxville, TN"	"3840"	29
	"1989"	"1989"	"Las Vegas, NV"	"4120"	127
	"1989"	"1989"	"Little Rock, AR"	"4400"	60
	"1989"	"1989"	"Los Angeles, CA"	"4480"	2763
	"1989"	"1989"	"Louisville, KY"	"4520"	68
	"1989"	"1989"	"McAllen-Edinburg-Mission, TX"	"4880"	16
	"1989"	"1989"	"Memphis, TN"	"4920"	90
	"1989"	"1989"	"Miami, FL"	"5000"	1237
	"1989"	"1989"	"Middlesex, NJ"	"5015"	186
	"1989"	"1989"	"Milwaukee, WI"	"5080"	89
	"1989"	"1989"	"Minneapolis-St Paul, MN"	"5120"	186
	"1989"	"1989"	"Mobile, Al"	"5160"	66
	"1989"	"1989"	"Monmouth-Ocean City, NJ"	"5190"	206
	"1989"	"1989"	"Nashville, TN"	"5360"	87
	"1989"	"1989"	"Nassau-Suffolk, NY"	"5380"	414
	"1989"	"1989"	"New Haven, CT"	"5483"	313
	"1989"	"1989"	"New Orleans, LA"	"5560"	379
	"1989"	"1989"	"New York, NY"	"5600"	6595
	"1989"	"1989"	"Newark, NJ"	"5640"	1013
	"1989"	"1989"	"Norfolk, VA"	"5720"	145
	"1989"	"1989"	"Oakland, CA"	"5775"	562
	"1989"	"1989"	"Oklahoma City, OK"	"5880"	113
	"1989"	"1989"	"Omaha, NE"	"5920"	35
	"1989"	"1989"	"Orange County, CA"	"5945"	383
	"1989"	"1989"	"Orlando, FL"	"5960"	292
	"1989"	"1989"	"Philadelphia, PA"	"6160"	921
	"1989"	"1989"	"Phoenix, AZ"	"6200"	342
	"1989"	"1989"	"Pittsburgh, PA"	"6280"	141
	"1989"	"1989"	"Portland, OR"	"6440"	237
	"1989"	"1989"	"Providence, RI"	"6483"	89
	"1989"	"1989"	"Raleigh-Durham, NC"	"6640"	118
	"1989"	"1989"	"Richmond, VA"	"6760"	124
	"1989"	"1989"	"Riverside-S Berndino, CA"	"6780"	351
	"1989"	"1989"	"Rochester, NY"	"6840"	103
	"1989"	"1989"	"Sacramento, CA"	"6920"	182
	"1989"	"1989"	"Saint Louis, MO"	"7040"	279
	"1989"	"1989"	"Salt Lake City, UT"	"7160"	92
	"1989"	"1989"	"San Antonio, TX"	"7240"	229
	"1989"	"1989"	"San Diego, CA"	"7320"	683
	"1989"	"1989"	"San Francisco, CA"	"7360"	2115
	"1989"	"1989"	"San Jose, CA"	"7400"	174
	"1989"	"1989"	"San Juan, PR"	"7440"	995
	"1989"	"1989"	"Sarasota, FL"	"7510"	95
	"1989"	"1989"	"Scranton, PA"	"7560"	24
	"1989"	"1989"	"Seattle, WA"	"7600"	435
	"1989"	"1989"	"Springfield, MA"	"8003"	87
	"1989"	"1989"	"Stockton, CA"	"8120"	38
	"1989"	"1989"	"Syracuse, NY"	"8160"	76
	"1989"	"1989"	"Tacoma, WA"	"8200"	47
	"1989"	"1989"	"Tampa-Saint Petersburg, FL"	"8280"	397
	"1989"	"1989"	"Toledo, OH"	"8400"	29
	"1989"	"1989"	"Tucson, AZ"	"8520"	68
	"1989"	"1989"	"Tulsa, OK"	"8560"	54
	"1989"	"1989"	"Vallejo-Fairfield-Napa, CA"	"8720"	90
